ID del juego,Géneros,Categorías
527190,"Casual, Indie","Single-player, Steam Trading Cards, Family Sharing"
555640,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
611670,RPG,"Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Only, VR Support, SteamVR Collectibles, Steam Cloud, Family Sharing"
712100,"Action, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Family Sharing"
691690,"Adventure, Indie, RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing"
1073440,Simulation,"Single-player, Family Sharing"
1450080,RPG,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
1450090,"Action, Adventure, Casual, RPG","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
1450120,RPG,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
1985810,Action,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases"
215100,"Free to Play, Massively Multiplayer, RPG","Single-player, Multi-player, MMO, Steam Trading Cards"
241680,Utilities,
906200,"Action, Free to Play, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Remote Play Together, Family Sharing"
341070,"Action, Indie","Single-player, Full controller support, Steam Trading Cards, Family Sharing"
655790,"Action, Indie, Simulation","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Family Sharing"
211280,"Action, Indie","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing"
266090,"Adventure, RPG, Simulation","Single-player, Family Sharing"
293760,"Indie, Racing, Simulation, Strategy, Early Access","Single-player, Steam Workshop, Family Sharing"
705340,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Family Sharing"
1163550,"Action, Casual, RPG, Sports","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Commentary available, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing"
1182020,"Simulation, Sports, Free to Play, Early Access","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases"
12340,Adventure,"Single-player, Steam Trading Cards, Family Sharing"
236970,Adventure,"Single-player, Family Sharing"
12450,Adventure,"Single-player, Family Sharing"
2163330,"Action, Casual, Indie, RPG, Early Access","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1530,Indie,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Family Sharing"
34410,Action,"Single-player, Steam Cloud, Family Sharing"
246420,Strategy,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
262450,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
248490,"Adventure, Casual, Indie","Single-player, Steam Cloud, Family Sharing"
270910,"Action, Indie, Strategy","Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing"
277450,Strategy,"Single-player, Multi-player, Family Sharing"
369290,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
373650,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Remote Play on TV, Family Sharing"
374830,"Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Family Sharing"
375680,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
383840,"Action, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing"
387850,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
390290,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
352720,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
400080,"Casual, Indie, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing"
392940,"Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
425410,"Action, Adventure, Indie, Racing","Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Remote Play on TV, Family Sharing"
425670,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing"
440540,"Action, Adventure, Casual, Indie, RPG","Single-player, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
450670,"Action, Indie, Racing","Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Remote Play on TV, Family Sharing"
457490,"Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
474210,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing"
497080,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing"
502710,"Action, Adventure, Simulation","Single-player, Tracked Controller Support, VR Only, Family Sharing"
512300,"Action, Adventure, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing"
580720,Simulation,"Single-player, Family Sharing"
587430,Adventure,"Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing"
589170,"Action, Casual","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Tracked Controller Support, VR Only, Steam Trading Cards, Steam Cloud, Stats, Family Sharing"
599080,"Action, Indie, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing"
628200,"Adventure, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
655100,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
669290,"Action, Adventure, Strategy","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Captions available, Steam Cloud, Stats, Steam Leaderboards, Family Sharing"
673610,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing"
754850,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Family Sharing"
774791,"Action, Casual, Indie, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Includes level editor, Family Sharing"
824280,"Casual, Racing, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing"
858060,"Action, Adventure, Casual, Free to Play, Indie, RPG, Strategy","Single-player, Steam Achievements, In-App Purchases, Steam Cloud, Stats"
905970,"Action, Indie, Simulation, Early Access","Multi-player, PvP, Online PvP, Full controller support, Tracked Controller Support, VR Supported, Family Sharing"
1178220,Strategy,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Workshop, Family Sharing"
1178780,"Action, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Tracked Controller Support, VR Only, Family Sharing"
1211020,"Action, Adventure, Casual, Indie, Simulation, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
311310,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op"
1266700,"Action, Adventure","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing"
1331550,"Indie, Simulation, Early Access","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing"
1403020,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing"
1523650,Strategy,"Single-player, Steam Achievements, Steam Cloud, Family Sharing"
335670,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
404790,Game Development,"Partial Controller Support, Includes level editor"
668210,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
1096900,"RPG, Design & Illustration, Education, Web Publishing, Game Development","Steam Workshop, Partial Controller Support"
1598560,"Action, Adventure, Casual, Free to Play, Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play on TV, Remote Play Together"
1614040,"Action, Adventure, Casual, Free to Play, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Cloud"
2324650,"Casual, Free to Play, Indie, Simulation",Single-player
44340,"Action, Strategy","Single-player, Multi-player, Co-op"
12260,,
223430,"Action, Adventure, Indie, RPG, Simulation","Single-player, Multi-player, Co-op, Steam Achievements, Captions available, Partial Controller Support, Stats, Family Sharing"
226120,"Adventure, Casual, Indie, Strategy","Single-player, Family Sharing"
355400,"Action, Indie, Racing, Early Access","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support, Family Sharing"
448320,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing"
449540,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Family Sharing"
513740,"Adventure, Indie","Single-player, Family Sharing"
610780,"Action, Racing, Simulation, Sports","Single-player, Steam Trading Cards, Family Sharing"
611350,"Action, Indie","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, Family Sharing"
622040,"Action, Casual, Indie, Simulation, Early Access","Multi-player, PvP, Online PvP, Partial Controller Support, Family Sharing"
646100,"Action, Adventure, Indie","Single-player, Family Sharing"
753990,"Action, Adventure, Indie, Simulation","Single-player, Family Sharing"
766600,"Action, Simulation, Early Access","Single-player, Family Sharing"
799860,"Adventure, Free to Play, Simulation","Single-player, Partial Controller Support"
858590,"Action, Indie, Early Access","Multi-player, PvP, Online PvP, Family Sharing"
869760,"Adventure, Indie, RPG","Single-player, Steam Achievements"
966610,"Utilities, Video Production, Web Publishing, Game Development",
1003360,"Casual, Indie, Simulation","Single-player, Family Sharing"
1127460,"Indie, Massively Multiplayer","Multi-player, PvP, Online PvP, LAN PvP, Steam Achievements, Steam Workshop, Includes level editor, Family Sharing"
703430,"Free to Play, Simulation","Single-player, Tracked Controller Support, VR Only"
853550,"Casual, Indie, Simulation","Single-player, Family Sharing"
1087460,"Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
1261040,"Action, Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Family Sharing"
1291500,"Action, Casual, Indie, Simulation","Single-player, Full controller support"
1372530,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Includes level editor, Family Sharing"
391730,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing"
666860,"Adventure, Free to Play, Massively Multiplayer, RPG","Single-player, Multi-player, MMO, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases"
689040,"Action, Casual, Indie, Racing","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Partial Controller Support, Family Sharing"
1006710,"Casual, Indie, Design & Illustration, Photo Editing, Utilities","Steam Workshop, Partial Controller Support"
1121710,"Action, Adventure, Indie, Massively Multiplayer","Multi-player, PvP, Online PvP, In-App Purchases, Steam Cloud, Family Sharing"
2180600,"Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Early Access","Single-player, Multi-player, MMO, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases"
2203070,"Adventure, Massively Multiplayer, RPG, Strategy, Free to Play","Multi-player, MMO, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases"
504730,,
44310,,
240970,"Action, Indie, RPG","Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing"
312150,"Action, Free to Play, Indie, Early Access","Multi-player, Cross-Platform Multiplayer, Steam Achievements, Family Sharing"
230270,Action,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Remote Play Together, Family Sharing"
340810,"Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Early Access","Multi-player, MMO, Cross-Platform Multiplayer"
559210,,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
665270,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
792660,"Simulation, Strategy","Single-player, Multi-player, Shared/Split Screen, Steam Workshop, Remote Play Together, Family Sharing"
924650,"Action, Indie","Single-player, Partial Controller Support, Steam Cloud, Family Sharing"
941410,"Action, Casual, Indie","Single-player, Partial Controller Support, Steam Cloud, Family Sharing"
1792250,"Action, Adventure","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing"
2500750,"Action, Adventure, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Partial Controller Support, Family Sharing"
711390,"Action, Adventure, Free to Play, Indie","Single-player, Tracked Controller Support, VR Only"
205270,Utilities,Steam Leaderboards
842100,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing"
1532690,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
2347110,"Free to Play, Indie, RPG, Simulation, Strategy","Single-player, Family Sharing"
804440,"Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Family Sharing"
1218210,"Adventure, Indie, RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing"
1223750,"Casual, Indie, RPG, Simulation, Early Access","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing"
2116260,"Action, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
2261050,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing"
2529820,"Action, Indie, RPG","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
338050,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Family Sharing"
867140,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
1150690,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Remote Play on Phone, Remote Play on Tablet, Family Sharing"
1260390,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
1446850,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
204120,Adventure,"Single-player, Multi-player, Shared/Split Screen, Full controller support, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing"
1740720,"Action, Indie","Single-player, Full controller support, Family Sharing"
260190,"Action, Adventure","Single-player, Partial Controller Support, Family Sharing"
284240,"Adventure, Indie","Single-player, Partial Controller Support, Family Sharing"
306760,"Adventure, Indie","Single-player, Steam Achievements, Tracked Controller Support, VR Supported, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
336280,"Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing"
339040,"Action, Adventure","Single-player, Partial Controller Support, Steam Cloud, Family Sharing"
346940,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing"
373990,"Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play on TV, Family Sharing"
374400,Utilities,
374900,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
382300,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
229580,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
388340,Indie,"Single-player, Partial Controller Support, Family Sharing"
411970,"Action, Adventure, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing"
429780,"Indie, Sports","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Remote Play Together, Family Sharing"
435060,"Education, Software Training, Utilities",
453270,"Action, Adventure, Indie, Massively Multiplayer, Simulation","Single-player, Multi-player, MMO, Co-op, Steam Trading Cards, In-App Purchases, Includes level editor, Family Sharing"
384250,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing"
381120,"Adventure, Indie, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Stats, Remote Play on TV, Family Sharing"
481510,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing"
547680,"Casual, Free to Play, Indie, RPG, Simulation, Strategy, Early Access","Single-player, Steam Achievements, In-App Purchases"
861650,"Indie, Simulation, Sports, Strategy","Single-player, Steam Achievements, Full controller support, Family Sharing"
882560,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Family Sharing"
244630,"Action, Free to Play","Multi-player, PvP, Online PvP, LAN PvP, Steam Cloud, Valve Anti-Cheat enabled"
9880,"Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, Co-op, Steam Achievements"
227180,"Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Single-player, Multi-player, MMO, Co-op, Steam Achievements, Steam Trading Cards, Includes level editor"
376570,"Free to Play, Massively Multiplayer, RPG","MMO, Online PvP, Steam Achievements, Steam Trading Cards, In-App Purchases, Family Sharing"
392060,,
417890,"Action, Free to Play, Indie","Single-player, Multi-player, Shared/Split Screen, Full controller support, Remote Play Together"
505750,"Casual, Free to Play, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Leaderboards"
523070,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing"
533780,"Action, Casual, Free to Play, Indie, Strategy","Single-player, In-App Purchases, Steam Cloud"
592890,"Free to Play, Indie, Strategy","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Trading Cards, In-App Purchases, Steam Cloud, Family Sharing"
630140,"Free to Play, Massively Multiplayer, Strategy","Multi-player, MMO, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Leaderboards"
634070,"Action, Free to Play, Indie, Early Access","Multi-player, PvP, Online PvP"
669580,"Action, Free to Play, Indie, Massively Multiplayer","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, In-App Purchases"
702320,"Massively Multiplayer, RPG, Strategy, Free to Play","Multi-player, PvP, Online PvP, Steam Achievements, In-App Purchases"
720380,Strategy,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support"
662320,"Violent, Gore, Action, Adventure, Casual, Free to Play, Massively Multiplayer","Single-player, Online PvP, Steam Achievements, Steam Trading Cards, Family Sharing"
914320,"Casual, Free to Play, Indie, RPG, Simulation","Single-player, In-App Purchases"
914700,"Action, Casual, Free to Play, Indie, Simulation, Strategy","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Trading Cards, In-App Purchases, Family Sharing"
1083600,"Casual, Indie, Strategy, Free to Play","Single-player, Steam Achievements, In-App Purchases, Steam Cloud, Steam Leaderboards"
2113050,"Adventure, Indie, Strategy","Single-player, Steam Achievements"
2325900,"Indie, Simulation, Strategy","Single-player, Partial Controller Support, Steam Cloud"
1176710,"Action, Adventure, Indie, Simulation, Strategy","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
461520,"Action, Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing"
362930,Racing,"Single-player, Partial Controller Support, Family Sharing"
1142100,"Action, Sports","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases, Remote Play Together, Family Sharing"
1142500,"Action, Indie, Simulation","Single-player, Includes level editor, Family Sharing"
316240,Simulation,"Single-player, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
842500,"Gore, Action, Indie",Single-player
1263550,"Action, Adventure, Free to Play","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases"
583010,Utilities,Partial Controller Support
839310,"Indie, Simulation","Single-player, Partial Controller Support, Steam Cloud, Family Sharing"
862800,"Action, Indie, Simulation, Early Access","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support, Steam Leaderboards, Family Sharing"
1378990,Action,"Single-player, Steam Achievements, Full controller support, Family Sharing"
1388870,"Adventure, Indie, Simulation","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play Together, Family Sharing"
1282590,Simulation,"Single-player, Steam Achievements, Full controller support, Stats, Family Sharing"
269190,"Action, Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Family Sharing"
335620,"RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Leaderboards, Family Sharing"
344860,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
470310,"Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
574720,"Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
699170,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on TV, Family Sharing"
716490,"Indie, Simulation","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing"
726840,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Family Sharing"
684450,"Simulation, Strategy","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
1488200,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
330580,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing"
944110,"Casual, Indie, Simulation, Free to Play","Single-player, Steam Achievements, In-App Purchases"
958480,"Action, Casual, Indie","Single-player, Partial Controller Support, Steam Cloud, Family Sharing"
1185520,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
1310910,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
2022180,Casual,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
12520,Racing,"Single-player, Family Sharing"
33730,Simulation,"Single-player, Family Sharing"
248290,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
283040,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Includes level editor, Family Sharing"
284970,"Action, Indie","Single-player, Steam Achievements, Family Sharing"
292200,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
301050,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing"
315940,"Action, Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
337940,"Adventure, Casual, Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing"
338800,"Indie, Simulation, Strategy","Single-player, Multi-player, Family Sharing"
340130,"Action, Casual","Single-player, Steam Cloud, Stats, Family Sharing"
342090,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
354640,"Free to Play, Simulation, Strategy","Single-player, Multi-player, Steam Trading Cards, Steam Cloud, Family Sharing"
354960,"Action, Adventure, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
357200,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
552280,Adventure,"Single-player, Steam Trading Cards, Family Sharing"
745960,"Adventure, Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
812560,"Adventure, Casual, Simulation","Single-player, Steam Achievements, Family Sharing"
820730,"Adventure, Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
1044620,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing"
1069230,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
325180,"Animation & Modeling, Design & Illustration, Education, Software Training, Utilities, Web Publishing",Steam Workshop
1299420,Indie,"Single-player, Full controller support"
263700,"Action, Adventure, Casual, Indie","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Partial Controller Support, Steam Leaderboards, Family Sharing"
298400,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing"
359220,"Racing, Simulation","Single-player, Multi-player, Includes level editor, Family Sharing"
737010,,
