ID del juego,Géneros,Categorías,Fecha de Lanzamiento,Multiplayer,Cantidad de descargas,Precio
1178490,"Adventure, Indie","Single-player, Partial Controller Support, Family Sharing",,0.0,13,1299
1254370,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing",,0.0,8,699
1263070,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Family Sharing",,1.0,2,1999
1282410,"Action, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,41,2999
1358710,"Action, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Multi-player, PvP, Online PvP, LAN PvP, Steam Achievements, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",,1.0,20,1000
1371690,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Steam Cloud, Family Sharing",,1.0,3,2499
826940,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,6,2499
1413660,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing",,0.0,6,1999
1030210,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Remote Play on Tablet, Family Sharing",,1.0,39,3999
753650,"Action, Adventure, Indie, Simulation, Strategy, Early Access","Multi-player, PvP, Online PvP",,1.0,0,1499
774241,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",,1.0,35,2999
1481400,"Adventure, Casual, Indie, Free to Play","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Cloud",,0.0,6,
1492070,"Action, Adventure, Indie, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",,1.0,10,2499
1569200,Simulation,"Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Family Sharing",,0.0,9,1799
1671280,"Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing",,0.0,1,699
1676130,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,54,2499
1119980,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,22,3499
1837690,"Action, Adventure, Indie, RPG, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,0,1199
1097350,"Action, Adventure, Indie, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Family Sharing",,0.0,152,3999
2344520,"Action, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases",,1.0,4073,6999
764570,"Casual, Indie, Simulation, Early Access","Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Steam Cloud, Remote Play Together",,1.0,8,0
307960,"Action, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, VR Supported, Steam Trading Cards, Partial Controller Support, Includes level editor, Family Sharing",,1.0,385,4999
334920,"Free to Play, Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Cloud",,1.0,147,0
587650,"Action, Free to Play",Single-player,,0.0,2,0
703510,,,,,1,999
1269690,,,,,39,699
46400,,,,,0,499
11200,,,,,0,999
34920,"Action, Casual, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing",,0.0,0,799
46440,Strategy,"Single-player, Multi-player, Shared/Split Screen, Remote Play Together, Family Sharing",,1.0,0,499
46450,"Indie, RPG, Strategy","Single-player, Steam Achievements, Family Sharing",,0.0,0,999
41730,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",,0.0,0,999
45450,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",,0.0,1,199
41740,"Action, Adventure, Simulation","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",,0.0,0,999
96200,"Action, Indie","Single-player, Multi-player, Co-op, Steam Trading Cards, Partial Controller Support, Includes level editor, Family Sharing",,1.0,0,1499
105300,"Casual, Indie","Single-player, Steam Achievements, Family Sharing",,0.0,0,199
46520,"Action, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing",,0.0,0,499
24400,"RPG, Strategy","Single-player, Multi-player, Family Sharing",,1.0,0,499
9350,Strategy,"Single-player, Multi-player, Family Sharing",,1.0,107,1299
94200,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",,1.0,3,999
99700,"Casual, Indie, Strategy","Single-player, Family Sharing",,0.0,1,999
26900,"Casual, Indie","Single-player, Family Sharing",,0.0,2,1999
4300,"Action, Indie","Single-player, Partial Controller Support, Includes level editor, Family Sharing",,0.0,0,999
6250,"Action, Strategy","Single-player, Multi-player, Family Sharing",,1.0,3,399
46700,Strategy,"Single-player, Family Sharing",,0.0,0,199
46710,Strategy,"Single-player, Family Sharing",,0.0,0,199
46320,,,,,0,0
46370,Simulation,"Single-player, Steam Cloud, Family Sharing",,0.0,1,499
46380,Strategy,"Single-player, Steam Cloud, Family Sharing",,0.0,0,399
399820,"Action, Indie, Sports","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",,1.0,4,599
524030,"Action, Adventure, Indie","Single-player, Tracked Controller Support, VR Only, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,499
2338770,"Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, In-App Purchases, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing",,1.0,9550,5999
321800,"Adventure, RPG","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Trading Cards, Family Sharing",,1.0,123,1999
613730,"Action, Adventure, Casual, Simulation","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,1.0,0,199
661790,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,999
963710,Indie,"Single-player, Partial Controller Support, Family Sharing",,0.0,10,1199
1064460,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing",,0.0,7,1199
1228520,"Action, Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Family Sharing",,0.0,13,299
1245430,"Action, Adventure, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing",,1.0,7,1999
1611490,"Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing",,0.0,5,299
29900,Action,"Single-player, Multi-player, Partial Controller Support, Family Sharing",,1.0,1,999
220090,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,699
36630,,,,,4,0
238260,"Free to Play, Simulation","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Partial Controller Support",,1.0,28,0
253530,"Action, Free to Play, Indie","Multi-player, Includes level editor, Includes Source SDK",,1.0,3,0
255370,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",,0.0,0,999
258200,"Indie, RPG, Strategy","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,0
262150,"Action, Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Trading Cards, Captions available, Steam Workshop, Partial Controller Support, Remote Play Together, Family Sharing",,1.0,0,224
270010,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Leaderboards, Includes level editor, Commentary available, Family Sharing",,0.0,0,499
280140,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,1,89
285070,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0.0,0,499
290470,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, In-App Purchases, Partial Controller Support",,1.0,22,0
303840,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,499
321950,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,0,199
317440,"Action, Casual, Indie, Racing, Simulation, Sports","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0.0,0,999
340650,"Indie, RPG","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,0,0
363620,"Action, Indie, Simulation","Single-player, Steam Achievements, VR Supported, Steam Trading Cards, VR Support, Family Sharing",,0.0,0,999
373680,,,,,0,0
403740,"Casual, RPG","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,99
412880,"Action, Indie, Massively Multiplayer, Racing, Simulation, Sports","Single-player, Multi-player, Co-op, Steam Trading Cards, Partial Controller Support, Family Sharing",,1.0,3,499
454910,"Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, Steam Trading Cards, In-App Purchases, Family Sharing",,1.0,0,0
457590,"Adventure, Casual, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, In-App Purchases",,1.0,0,0
628730,"Adventure, Casual, Indie, Free to Play",Single-player,,0.0,0,0
644540,Adventure,Single-player,,0.0,7,0
661130,"Action, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Early Access","Multi-player, MMO, Co-op, Online Co-op, Tracked Controller Support, VR Supported",,1.0,52,0
690510,"Free to Play, Indie, Strategy","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, In-App Purchases, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '19 Mar, 2019'}",1.0,1,0
734910,"Adventure, Casual, Free to Play, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud",,0.0,0,0
806510,"Casual, Free to Play, Indie",Single-player,,0.0,0,0
546050,"Action, Casual","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",,1.0,31,1999
862570,"Action, Casual, Indie","Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",,1.0,3,99
868980,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,0,499
921940,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, In-App Purchases, Family Sharing",,1.0,0,0
950460,"Action, Casual, Free to Play","Single-player, Steam Achievements, Stats",,0.0,0,0
952040,"Indie, Simulation","Single-player, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",,0.0,18,399
963330,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,4,49
1007840,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",,0.0,1,999
1047440,Simulation,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,8,3999
1078000,"Indie, Simulation, Early Access","Single-player, Steam Workshop, Includes level editor, Family Sharing",,0.0,1,0
1096720,"Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,3,199
1253870,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Family Sharing",,0.0,0,99
1263160,Action,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",,0.0,0,199
814200,Adventure,"Single-player, Steam Achievements, Family Sharing",,0.0,0,99
1323420,"Action, Simulation","Single-player, Steam Achievements, Family Sharing",,0.0,0,99
1343090,"Adventure, Casual, Indie","Single-player, Family Sharing",,0.0,0,299
1407420,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",,0.0,0,299
1446720,"Action, Free to Play","Single-player, Partial Controller Support, Steam Cloud",,0.0,0,0
1555110,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,24,79
1602490,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",,0.0,1,299
2060080,"Casual, RPG, Free to Play","Single-player, Multi-player, PvP, Online PvP, In-App Purchases",,1.0,28,
202200,"Indie, Strategy","Single-player, Family Sharing",,0.0,31,1999
314970,"Free to Play, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Stats, Includes level editor, Remote Play Together",,1.0,36,0
812810,"Casual, Indie, Simulation, Free to Play",Single-player,,0.0,6,0
356040,"Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",,0.0,34,1499
781030,"Action, Massively Multiplayer, RPG, Free to Play","Multi-player, MMO, PvP, Online PvP, In-App Purchases",,1.0,395,0
656970,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Family Sharing",,0.0,0,499
10150,"Action, Adventure","Single-player, Family Sharing",,0.0,57,1999
213330,"Action, Adventure","Single-player, Multi-player, Shared/Split Screen, Full controller support, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",,1.0,109,1999
393080,Action,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Family Sharing",,1.0,65,3999
1369320,"Casual, Indie, Free to Play",Single-player,,0.0,392,0
1755350,"Casual, Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Family Sharing",,1.0,0,399
15210,Simulation,"Single-player, Multi-player, Co-op, Family Sharing",,1.0,101,999
269470,"Audio Production, Utilities","Single-player, Steam Cloud",,0.0,38,3999
270090,"Action, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,399
345370,Utilities,,,,24,1499
454670,"Action, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,399
454690,"Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,499
457680,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Family Sharing",,0.0,0,749
463110,"Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,99
464960,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,299
466840,"Action, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,199
504210,"Indie, Simulation","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing",,0.0,45,1499
513620,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0.0,0,99
527750,"Action, Indie","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,299
547470,Action,"Single-player, Steam Trading Cards, Family Sharing",,0.0,0,0
687750,"Action, Indie","Single-player, Steam Achievements, Family Sharing",,0.0,1,499
702050,"Adventure, Simulation","Single-player, Steam Trading Cards, Family Sharing",,0.0,8,1499
751630,"Action, Adventure","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",,1.0,41,2999
786520,"Utilities, Early Access","Steam Workshop, Steam Cloud",,0.0,761,399
842780,"Indie, Simulation, Strategy, Early Access","Single-player, Multi-player, PvP, Online PvP, Steam Workshop, Family Sharing",,1.0,43,1499
880950,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,4,2499
933940,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,239
1021100,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,20,1999
1080020,"Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,33,1799
878380,"Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases",,1.0,4,0
1218010,,,,,0,0
1283960,"Casual, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op",,1.0,1,0
1389550,"Adventure, RPG, Simulation, Strategy","Single-player, Steam Achievements, Remote Play on Tablet, Family Sharing",,0.0,9,1699
1416230,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,4,2499
1434480,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,20,3499
1577620,Simulation,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Family Sharing",,0.0,15,1999
1671350,"Action, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,12,949
1730260,"Simulation, Early Access","Single-player, Steam Workshop, Steam Cloud, Family Sharing",,0.0,2,1999
2015620,"Action, Indie, Early Access","Single-player, Multi-player, PvP, Online PvP, Partial Controller Support, Family Sharing",,1.0,0,1599
2198800,Simulation,"Single-player, Family Sharing",,0.0,7,899
40720,"Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing",,0.0,2,499
202530,,"Single-player, Partial Controller Support, Family Sharing",,0.0,8,999
235720,"Action, Indie, Strategy","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing",,0.0,0,499
237630,"Action, Adventure, Casual","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '13 Aug, 2013'}",0.0,23,1499
292370,"Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,0,199
301190,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",,0.0,0,299
301200,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",,0.0,0,799
301690,Casual,"Single-player, Family Sharing",,0.0,0,299
312450,"Simulation, Strategy, Free to Play","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor",,1.0,306,0
340320,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,499
346500,"Action, Adventure, Indie, Racing","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",,0.0,3,99
357070,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0.0,9,99
336420,"Action, Adventure, Casual, Indie, Sports, Strategy","Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",,1.0,0,999
395160,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Family Sharing",,0.0,1,999
400370,"Action, Adventure","Single-player, Steam Trading Cards, Family Sharing",,0.0,1,299
400510,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,199
421740,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,1499
422100,"Indie, Simulation","Single-player, VR Only, Steam Trading Cards, Family Sharing",,0.0,0,49
230310,"Action, Free to Play, Indie, RPG","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,0
431710,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0.0,0,199
448000,"Action, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,499
450850,"Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,99
453100,"Action, Casual, Indie","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",,1.0,0,599
461010,"Action, Casual, Indie, Racing","Single-player, Multi-player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",,1.0,0,99
461360,"Action, Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,399
463930,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,499
467310,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0.0,0,499
468330,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",,1.0,0,999
473670,"Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,499
474910,"Adventure, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,1,499
491280,"Action, Racing, Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Steam Trading Cards, Family Sharing",,1.0,1,499
496640,Indie,"Single-player, Steam Trading Cards, Family Sharing",,0.0,0,499
499520,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",,0.0,7,1999
501760,"Action, Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,1,99
508990,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing",,0.0,0,99
522210,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",,0.0,8,1499
526540,"Action, Casual, Indie","Single-player, Multi-player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': 'Sep 23, 2016'}",1.0,0,99
530330,"Adventure, Free to Play, Indie","Single-player, Steam Achievements, Captions available, Steam Cloud","{'coming_soon': False, 'date': 'Oct 13, 2016'}",0.0,6,0
531910,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,99
533330,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,499
539750,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing",,0.0,0,99
541380,"Action, Indie, Racing","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,1,99
547710,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,499
550670,"Action, Casual, Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,99
574820,"Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,1,199
575580,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,0,99
577740,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,0,499
586340,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0.0,0,99
588110,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,1199
596380,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing",,1.0,0,999
596810,"Casual, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing",,1.0,0,99
601010,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Family Sharing",,0.0,0,99
375120,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing",,0.0,0,499
618510,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",,0.0,0,99
626630,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Family Sharing",,0.0,1,1799
778410,"Action, Indie, RPG, Strategy","Single-player, Steam Achievements, Stats, Family Sharing",,0.0,0,499
788510,"Action, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing",,0.0,0,59
816240,"Adventure, Casual, Indie","Single-player, Multi-player, PvP, Online PvP",,1.0,0,0
838330,"Action, Adventure, Massively Multiplayer, RPG","MMO, Online PvP, Co-op, Online Co-op, In-App Purchases, Family Sharing",,0.0,0,0
402390,"Action, Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",,1.0,2,999
274980,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Stats, Family Sharing",,0.0,1,499
1349040,"Action, Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,5,49
2010450,"Action, Indie, RPG","Single-player, Full controller support",,0.0,0,
444260,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,1,99
